Species	Status	min_age	max_age
Dasornis_abdoun	extinct	47.8	56
Pelagornis_longirostris	extinct	15.97	23.03
Palaeochenoides	extinct	5.333	23.03
Tympanonesiotes_wetmorei	extinct	15.97	23.03
Macrodontopteryx_oweni	extinct	41.3	47.8
Macrodontopteryx_oweni	extinct	41.3	47.8
Dasornis_emuinus	extinct	41.3	47.8
Osteodontornis_orri	extinct	11.608	15.97
Procellariidae	extinct	11.608	15.97
Passeriformes	extinct	11.608	15.97
Gigantornis_eaglesomei	extinct	38	41.3
Pelagornis_miocaenus	extinct	11.608	15.97
Pelagornis_miocaenus	extinct	15.97	20.44
Pelagornis_miocaenus	extinct	11.608	12.7
Osteodontornis_orri	extinct	13.82	15.97
Gavia	extinct	15.97	20.43
Gavia	extinct	15.97	20.43
Pelagornithidae	extinct	15.97	20.43
Morus_loxostylus	extinct	15.97	20.43
Aves	extinct	15.97	20.43
Fulmarus	extinct	5.333	7.246
Pelagornis	extinct	7.246	11.62
Pelagornithidae	extinct	28.1	33.9
Pelagornithidae	extinct	23.03	28.1
Osteodontornis	extinct	5.333	23.03
Pelagornithidae	extinct	5.333	23.03
Osteodontornis	extinct	13.82	20.44
Pelagornithidae	extinct	1.806	2.588
Ichthyornithiformes	extinct	93.5	99.6
Aves	extinct	93.5	99.6
Struthio_asiaticus	extinct	2.588	3.6
Pelagornis_mauretanicus	extinct	2.588	3.6
Dinosauria	extinct	66	145
Triceratops	extinct	66	72.1
Theropoda	extinct	66	72.1
Dinosauria	extinct	70.6	83.5
Ciconia	extinct	0.0117	0.126
Branta_bernicla	extinct	0.0117	0.126
Mergus_merganser	extinct	0.0117	0.126
Tadorna	extinct	0.0117	0.126
Haliaeetus_albicilla	extinct	0.0117	0.126
Bubo	extinct	0.0117	0.126
Falco	extinct	0.0117	0.126
Loxia	extinct	0.0117	0.126
Corvus_corax	extinct	0.0117	0.126
Alca_torda	extinct	0.0117	2.588
Calonectris_diomedea	extinct	0.0117	2.588
Milvus	extinct	0.0117	2.588
Calidris	extinct	0.0117	2.588
Arenaria_interpres	extinct	0.0117	2.588
Alauda	extinct	0.0117	2.588
Sturnus	extinct	0.0117	2.588
Hirundo	extinct	0.0117	2.588
Turdus	extinct	0.0117	2.588
Anser	extinct	0.0117	2.588
Pluvialis	extinct	0.0117	2.588
Tadorna	extinct	0.0117	2.588
Anas	extinct	0.0117	2.588
Phalacrocorax	extinct	0.0117	2.588
Cygnus	extinct	0.0117	2.588
Anser_albifrons	extinct	0.0117	2.588
Anser_albifrons	extinct	0.0117	2.588
Anser	extinct	0.0117	2.588
Anas_crecca	extinct	0.0117	0.126
Haliaeetus_albicilla	extinct	0.0117	2.588
Haliaeetus_albicilla	extinct	0.0117	2.588
Buteo	extinct	0.0117	2.588
Otis	extinct	0.0117	0.126
Stercorarius_longicaudus	extinct	0.0117	2.588
Rissa_tridactyla	extinct	0.0117	2.588
Turdus	extinct	0.0117	0.126
Anas	extinct	0.0117	2.588
Falco	extinct	0.0117	2.588
Branta	extinct	0.0117	2.588
Mergus	extinct	0.0117	2.588
Falco	extinct	0.0117	2.588
Limosa	extinct	0.0117	2.588
Alle_alle	extinct	0.0117	2.588
Columba_livia	extinct	0.0117	2.588
Asio_flammeus	extinct	0.0117	2.588
Pica_pica	extinct	0.0117	2.588
Corvus	extinct	0.0117	2.588
Turdus	extinct	0.0117	2.588
Anas_platyrhynchos	extinct	0.0117	2.588
Anas	extinct	0.0117	2.588
Anas_crecca	extinct	0.0117	2.588
Accipiter_nisus	extinct	0.0117	2.588
Asio	extinct	0.0117	2.588
Turdus	extinct	0.0117	2.588
Turdus	extinct	0.0117	2.588
Turdus	extinct	0.0117	2.588
Corvus_corax	extinct	0.0117	2.588
Aves	extinct	61.6	66
Diatryma	extinct	37.2	48.6
Faveoloolithidae	extinct	100.5	145
Macronaria	extinct	100.5	125
Faveoloolithidae	extinct	66	100.5
Faveoloolithidae	extinct	66	83.5
Faveoloolithidae	extinct	66	89.3
Megaloolithidae	extinct	66	83.5
Clangula	extinct	1.806	2.588
Melanitta_nigra	extinct	0.126	0.781
Gallus	extinct	0.126	0.781
Gallus	extinct	0.126	0.781
Anas_clypeata	extinct	0.0117	2.588
Bubo	extinct	0.0117	2.588
Anser_albifrons	extinct	0.0117	2.588
Branta	extinct	0.0117	2.588
Tadorna	extinct	0.0117	2.588
Eremophila_alpestris	extinct	0.0117	2.588
Hirundo	extinct	0.0117	2.588
Alauda	extinct	0.0117	2.588
Porzana_porzana	extinct	0.0117	2.588
Alca_ausonia	extinct	3.6	5.333
Fratercula	extinct	3.6	5.333
Alca_grandis	extinct	2.588	5.333
Gavia	extinct	5.333	23.03
Melanitta	extinct	0.126	0.781
Chendytes_lawi	extinct	0.0117	0.126
Gavia_arctica	extinct	0.0117	0.126
Fulmarus_glacialis	extinct	0.0117	0.126
Puffinus	extinct	0.0117	0.126
Pelecanus_occidentalis	extinct	0.0117	0.126
Ardea_herodias	extinct	0.0117	0.126
Chendytes_lawi	extinct	0.0117	0.126
Buteo_jamaicensis	extinct	0.0117	0.126
Caracara_plancus	extinct	0.0117	0.126
Larus	extinct	0.0117	0.126
Rissa_tridactyla	extinct	0.0117	0.126
Synthliboramphus_antiquus	extinct	0.0117	0.126
Ptychoramphus_aleuticus	extinct	0.0117	0.126
Fratercula	extinct	0.0117	0.126
Colymbus_nigricollis	extinct	0.0117	0.126
Puffinus_griseus	extinct	0.0117	0.126
Chendytes_lawi	extinct	0.0117	0.126
Ptychoramphus_aleuticus	extinct	0.0117	0.126
Fratercula_dowi	extinct	0.0117	0.126
Phalacrocorax	extinct	0.0117	0.126
Phalacrocorax_pelagicus	extinct	0.0117	0.126
Chendytes_lawi	extinct	0.0117	0.126
Uria	extinct	0.0117	0.126
Synthliboramphus_antiquus	extinct	0.0117	0.126
Ptychoramphus_aleuticus	extinct	0.0117	0.126
Gavia	extinct	0.0117	0.126
Colymbus_nigricollis	extinct	0.0117	0.126
Aechmophorus	extinct	0.0117	0.126
Fulmarus_glacialis	extinct	0.0117	0.126
Puffinus_griseus	extinct	0.0117	0.126
Puffinus_opisthomelas	extinct	0.0117	0.126
Phalacrocorax	extinct	0.0117	0.126
Phalacrocorax_pelagicus	extinct	0.0117	0.126
Plegadis_chihi	extinct	0.0117	0.126
Branta_canadensis	extinct	0.0117	0.126
Melanitta_fusca	extinct	0.0117	0.126
Chendytes_lawi	extinct	0.0117	0.126
Haliaeetus_leucocephalus	extinct	0.0117	0.126
Buteo_jamaicensis	extinct	0.0117	0.126
Caracara_plancus	extinct	0.0117	0.126
Falco_sparverius	extinct	0.0117	0.126
Larus_californicus	extinct	0.0117	0.126
Uria_aalge	extinct	0.0117	0.126
Cepphus_columba	extinct	0.0117	0.126
Synthliboramphus_hypoleucus	extinct	0.0117	0.126
Synthliboramphus_antiquus	extinct	0.0117	0.126
Ptychoramphus_aleuticus	extinct	0.0117	0.126
Fratercula_dowi	extinct	0.0117	0.126
Tyto_alba	extinct	0.0117	0.126
Corvus_corax	extinct	0.0117	0.126
Melospiza_melodia	extinct	0.0117	0.126
Passeriformes	extinct	0.0117	0.126
Chen_caerulescens	extinct	0.0117	0.126
Uria_aalge	extinct	0.0117	0.126
Synthliboramphus_antiquus	extinct	0.0117	0.126
Ptychoramphus_aleuticus	extinct	0.0117	0.126
Fratercula	extinct	0.0117	0.126
Gavia	extinct	0.0117	0.126
Colymbus_nigricollis	extinct	0.0117	0.126
Puffinus_opisthomelas	extinct	0.0117	0.126
Chen_caerulescens	extinct	0.0117	0.126
Melanitta_perspicillata	extinct	0.0117	0.126
Melanitta_fusca	extinct	0.0117	0.126
Mergus_serrator	extinct	0.0117	0.126
Chendytes_lawi	extinct	0.0117	0.126
Gymnogyps_californianus	extinct	0.0117	0.126
Haliaeetus_leucocephalus	extinct	0.0117	0.126
Buteo_jamaicensis	extinct	0.0117	0.126
Charadrius_semipalmatus	extinct	0.0117	0.126
Synthliboramphus_hypoleucus	extinct	0.0117	0.126
Synthliboramphus_antiquus	extinct	0.0117	0.126
Ptychoramphus_aleuticus	extinct	0.0117	0.126
Asio_priscus	extinct	0.0117	0.126
Eremophila_alpestris	extinct	0.0117	0.126
Corvus_corax	extinct	0.0117	0.126
Chendytes_lawi	extinct	0.0117	0.126
Larus_californicus	extinct	0.0117	0.126
Uria_aalge	extinct	0.0117	0.126
Synthliboramphus_hypoleucus	extinct	0.0117	0.126
Synthliboramphus_antiquus	extinct	0.0117	0.126
Ptychoramphus_aleuticus	extinct	0.0117	0.126
Chendytes_lawi	extinct	0.0117	0.126
Alle_alle	extinct	0.0117	0.126
Alle_alle	extinct	0.0117	0.126
Alle_alle	extinct	0.0117	0.126
Alle_alle	extinct	0.0117	0.126
Alle_alle	extinct	0.0117	0.126
Alle_alle	extinct	0.0117	0.126
Alle_alle	extinct	0.0117	0.126
Alle_alle	extinct	0.0117	0.126
Alle_alle	extinct	0.0117	0.126
Alle_alle	extinct	0.0117	0.126
Alle_alle	extinct	0.0117	0.126
Alle_alle	extinct	0.0117	0.126
Alle_alle	extinct	0.0117	0.126
Phalacrocorax	extinct	0.0117	0.126
Microsula_pygmaea	extinct	15.97	20.44
Sarmatosula_dobrogensis	extinct	11.62	13.82
Sulidae	extinct	23.03	28.1
Empheresula_arvernensis	extinct	23.03	28.1
Empheresula_arvernensis	extinct	20.44	23.03
Prophalacrocorax_ronzoni	extinct	28.4	33.9
Morus	extinct	11.62	13.82
Phalacrocorax_intermedius	extinct	15.97	20.44
Phalacrocorax_intermedius	extinct	13.82	15.97
Phalacrocorax_intermedius	extinct	20.44	23.03
Phalacrocorax	extinct	20.44	23.03
Palaeortyx_intermedia	extinct	16.9	20
Palaeortyx_intermedia	extinct	20.44	23.03
Palaeortyx_intermedia	extinct	11.608	20
Palaeortyx_intermedia	extinct	2.588	5.333
Borvocarbo_tardatus	extinct	15.97	20.44
Phalacrocorax_intermedius	extinct	12.7	13.65
Tyto	extinct	12.7	13.65
Passeriformes	extinct	12.7	13.65
Puffinus_nestori	extinct	2.588	5.333
Buteo	extinct	2.588	5.333
Palaeocryptonyx	extinct	2.588	5.333
Columba_livia	extinct	2.588	5.333
Athene_veta	extinct	2.588	5.333
Passeriformes	extinct	2.588	5.333
Gavia_howardae	extinct	2.588	3.6
Gavia_concinna	extinct	3.6	5.333
Gavia_concinna	extinct	2.588	3.6
Colymbus_parvus	extinct	2.588	3.6
Colymbus_subparvus	extinct	2.588	5.333
Puffinus_kanakoffi	extinct	2.588	3.6
Morus_humeralis	extinct	2.588	3.6
Phalacrocorax_kennelli	extinct	2.588	3.6
Ptychoramphus_aleuticus	extinct	2.588	3.6
Sphenisciformes	extinct	36	37.2
Kairuku_waitaki	extinct	23.03	28.1
Kairuku_grebneffi	extinct	25.2	27.3
Kairuku_grebneffi	extinct	25.2	27.3
Kairuku	extinct	25.2	27.3
Kairuku	extinct	25.2	27.3
Theropoda	extinct	140.2	145
Iguanodontidae	extinct	140.2	145
Rotundichnus	extinct	140.2	145
Iguanodontidae	extinct	140.2	145
Alauda	extinct	0.0117	0.126
Cepphus	extinct	0.0117	0.126
Columba	extinct	0.0117	0.126
Columba	extinct	0.0117	0.126
Corvus	extinct	0.0117	0.126
Eremophila_alpestris	extinct	0.0117	0.126
Gallinago_gallinago	extinct	0.0117	0.126
Sturnus	extinct	0.0117	0.126
Turdus	extinct	0.0117	0.126
Turdus	extinct	0.0117	0.126
Turdus	extinct	0.0117	0.126
Turdus	extinct	0.0117	0.126
Turdus	extinct	0.0117	0.126
Sturnus	extinct	0.0117	2.588
Alauda	extinct	0.0117	2.588
Corvus	extinct	0.0117	2.588
Hirundo	extinct	0.0117	2.588
Turdus	extinct	0.0117	2.588
Turdus	extinct	0.0117	2.588
Turdus	extinct	0.0117	2.588
Turdus	extinct	0.0117	2.588
Alca_torda	extinct	0.781	2.588
Alca_torda	extinct	0.0117	2.588
Morus	extinct	0.0117	2.588
Phalacrocorax	extinct	0.0117	2.588
Pinguinus_impennis	extinct	0.0117	2.588
Uria_aalge	extinct	0.0117	2.588
Alca_torda	extinct	0.0117	2.588
Alca_torda	extinct	0.0117	2.588
Alle_alle	extinct	0.0117	2.588
Arenaria_interpres	extinct	0.0117	2.588
Columba	extinct	0.0117	2.588
Corvus_corax	extinct	0.0117	2.588
Corvus	extinct	0.0117	2.588
Fratercula_arctica	extinct	0.0117	2.588
Phalacrocorax	extinct	0.0117	2.588
Pyrrhocorax	extinct	0.0117	2.588
Sturnus	extinct	0.0117	2.588
Turdus	extinct	0.0117	2.588
Turdus	extinct	0.0117	2.588
Turdus	extinct	0.0117	2.588
Turdus	extinct	0.0117	2.588
Uria_aalge	extinct	0.0117	2.588
Calidris	extinct	0.0117	2.588
Anas_platyrhynchos	extinct	0.0117	2.588
Anas_platyrhynchos	extinct	0.0117	2.588
Corvus	extinct	0.0117	0.126
Ardea_cinerea	extinct	0.0117	2.588
Corvus_corax	extinct	0.0117	2.588
Aves	extinct	100.5	113
Gallinula_chloropus	extinct	0.0117	2.588
Grus_grus	extinct	0.0117	2.588
Grus	extinct	0.0117	2.588
Phalacrocorax_carbo	extinct	0.0117	2.588
Aves	extinct	100.5	113
Aves	extinct	100.5	113
Sauropoda	extinct	100.5	113
Bubo	extinct	0.781	2.588
Columba	extinct	0.0117	2.588
Columba	extinct	0.0117	2.588
Corvus_corax	extinct	0.0117	2.588
Grus_grus	extinct	0.0117	2.588
Nycticorax	extinct	0.0117	2.588
Sturnus	extinct	0.0117	2.588
Turdus	extinct	0.0117	2.588
Columba	extinct	0.0117	2.588
Corvus_corax	extinct	0.0117	2.588
Corvus_corax	extinct	0.0117	2.588
Corvus_corax	extinct	0.0117	2.588
Strix	extinct	0.0117	2.588
Turdus	extinct	0.0117	2.588
Turdus	extinct	0.0117	2.588
Turdus	extinct	0.0117	2.588
Corvus_corax	extinct	0.0117	2.588
Corvus_corax	extinct	0.0117	2.588
Corvus	extinct	0.0117	2.588
Corvus	extinct	0.0117	2.588
Corvus_corax	extinct	0.0117	2.588
Corvus_corax	extinct	0.0117	2.588
Corvus	extinct	0.0117	2.588
Corvus	extinct	0.0117	2.588
Corvus	extinct	0.0117	2.588
Corvus	extinct	0.0117	2.588
Turdus	extinct	0.0117	2.588
Fulica	extinct	0.0117	2.588
Fulica	extinct	0.0117	2.588
Gallinula_chloropus	extinct	0.126	0.781
Grus	extinct	0.0117	2.588
Grus_antigone	extinct	0.0117	2.588
Grus_grus	extinct	0.0117	2.588
Grus_grus	extinct	0	0.126
Grus_grus	extinct	0.0117	2.588
Melanitta_nigra	extinct	0.0117	2.588
Mergus_serrator	extinct	0.0117	2.588
Phalacrocorax_carbo	extinct	0.0117	2.588
Phalacrocorax_carbo	extinct	0.126	0.781
Phalacrocorax_carbo	extinct	0.0117	2.588
Phalacrocorax_carbo	extinct	0.0117	2.588
Pyrrhocorax	extinct	0.0117	0.126
Sturnus	extinct	0.126	0.781
Sturnus	extinct	0.0117	2.588
Sturnus	extinct	0.0117	2.588
Tringa_ochropus	extinct	0.126	0.781
Spinosaurus	extinct	93.9	100.5
Turdus	extinct	0.0117	2.588
Turdus	extinct	0.0117	2.588
Turdus	extinct	0.0117	2.588
Turdus	extinct	0.0117	2.588
Turdus	extinct	0.0117	2.588
Turdus	extinct	0.126	0.781
Tyto_alba	extinct	0.0117	0.126
Tyto_alba	extinct	0.0117	2.588
Tyto_alba	extinct	0.0117	2.588
Tyto_alba	extinct	0.0117	2.588
Tyto_alba	extinct	0.0117	2.588
Uria_aalge	extinct	0.0117	2.588
Gryphoceratops_morrisoni	extinct	83.5	85.8
Ichthyornis	extinct	89.3	93.5
Ornithopoda	extinct	66	72.1
Cyphornis_magnus	extinct	23.03	33.9
Puffinus_inceptor	extinct	13.82	15.97
Puffinus	extinct	13.82	15.97
Morus_vagabundus	extinct	13.82	15.97
Presbychen_abavus	extinct	13.82	15.97
Diomedea_milleri	extinct	13.82	15.97
Puffinus_priscus	extinct	13.82	15.97
Puffinus_inceptor	extinct	13.82	15.97
Aves	extinct	2.588	3.6
Puffinus_kanakoffi	extinct	2.588	5.333
Puffinus_kanakoffi	extinct	2.588	3.6
Puffinus_kanakoffi	extinct	2.588	3.6
Phalacrocorax_kennelli	extinct	2.588	5.333
Morus_recentior	extinct	2.588	3.6
Brachyramphus_pliocenum	extinct	2.588	5.333
Puffinus_felthami	extinct	3.6	5.333
Mancalla_californiensis	extinct	3.6	5.333
Meleagris_gallopavo	extinct	0.3	1.8
Bonasa_umbellus	extinct	0.3	1.8
Anas_crecca	extinct	0.3	1.8
Aquila_chrysaetos	extinct	0.3	1.8
Otus_guildayi	extinct	0.3	1.8
Ectopistes_migratorius	extinct	0.3	1.8
Perisoreus_canadensis	extinct	0.3	1.8
Aves	extinct	13.82	15.97
Ectopistes_migratorius	extinct	0.0117	2.588
Ankylosaurus	extinct	70.6	83.5
Puffinus	extinct	13.82	15.97
Alcidae	extinct	13.82	15.97
Sula_pohli	extinct	11.608	15.97
Sula_willetti	extinct	0.0117	2.588
Paleosula_stocktoni	extinct	11.608	15.97
Puffinus_diatomicus	extinct	7.246	11.62
Sula_willetti	extinct	7.246	11.62
Morus_lompocanus	extinct	7.246	11.62
Miosula_media	extinct	7.246	11.62
Cerorhinca_dubia	extinct	7.246	11.62
Limosa_vanrossemi	extinct	7.246	11.62
Fulmarus_miocaenus	extinct	13.82	15.97
Ciconiidae	extinct	13.82	15.97
Megapaloelodus	extinct	13.82	15.97
Osteodontornis	extinct	13.82	15.97
Aves	extinct	23.03	33.9
Plotopteridae	extinct	23.03	28.1
Plotopteridae	extinct	23.03	28.1
Galloanserae	extinct	23.03	33.9
Galloanserae	extinct	11.608	15.97
Sula	extinct	13.82	15.97
Sauropoda	extinct	164.7	171.6
Theropoda	extinct	164.7	171.6
Theropoda	extinct	66	70.6
Faveoloolithidae	extinct	70.6	83.5
Spheroolithidae	extinct	70.6	83.5
Protoceratopsidae	extinct	70.6	83.5
Protoceratopsidae	extinct	72.1	83.6
Aves	extinct	72.1	83.6
Elongatoolithus	extinct	70.6	83.5
Protoceratopsidae	extinct	70.6	83.5
Sauropoda	extinct	125	129.4
Dinornithidae	extinct	15.9	19
Yutyrannus_huali	extinct	113	129.4
Shenmuichnus_youngteilhardorum	extinct	174.1	201.3
Theropoda	extinct	174.1	201.3
Shenmuichnus	extinct	201.3	237
Theropoda	extinct	201.3	237
Anomoepus	extinct	174.1	201.3
Grallator_(Eubrontes)	extinct	174.1	201.3
Amphicoelias_brontodiplodocus	extinct	150.8	161.2
Allosaurus_jimmadseni	extinct	150.8	161.2
Hesperosaurus_mjosi	extinct	150.8	161.2
Camarasaurus	extinct	150.8	161.2
Brachiosaurus	extinct	150.8	161.2
Torvosaurus	extinct	150.8	161.2
Ceratosaurus	extinct	150.8	161.2
Camptosaurus	extinct	150.8	161.2
Othnielosaurus_consors	extinct	150.8	161.2
Coelurus	extinct	150.8	161.2
Ornitholestes	extinct	150.8	161.2
Kayentapus_hopii	extinct	182.7	199.3
Hopiichnus_shingi	extinct	182.7	199.3
Dinosauria	extinct	199.3	208.5
Theropoda	extinct	174.1	190.8
Grallator_(Eubrontes)	extinct	199.3	208.5
Grallator_(Eubrontes)	extinct	199.3	208.5
Dilophosauripus	extinct	199.3	208.5
Theropoda	extinct	199.3	208.5
Hadrosauridae	extinct	66	72.1
Hadrosauridae	extinct	66	70.6
Sauropoda	extinct	66	70.6
Bonasa_umbellus	extinct	0.3	1.8
Carnosauria	extinct	129.4	132.9
Coelurosauria	extinct	129.4	132.9
Ornithopoda	extinct	129.4	132.9
Heliadornis_ashbyi	extinct	13.82	15.97
Morus_avitus	extinct	13.82	15.97
Morus	extinct	13.82	15.97
Columbidae	extinct	13.82	15.97
Titanosauria	extinct	66	70.6
Iguanodontidae	extinct	66	70.6
Sauropoda	extinct	113	125
Sauropoda	extinct	113	129.4
Ornithopoda	extinct	113	129.4
Sauropoda	extinct	113	129.4
Sauropoda	extinct	113	129.4
Puffinus	extinct	13.82	15.97
Hadrosauridae	extinct	66	83.5
Hadrosauridae	extinct	66	83.5
Sauropoda	extinct	66	83.5
Gallimimus	extinct	66	83.5
Dinosauria	extinct	66	83.5
Theropoda	extinct	66	83.5
Hadrosauridae	extinct	66	83.5
Hadrosauridae	extinct	66	83.5
Hadrosauridae	extinct	66	83.5
Dinosauria	extinct	66	83.5
Hadrosauridae	extinct	66	83.5
Hadrosauridae	extinct	66	83.5
Hadrosauridae	extinct	66	83.5
Sauropoda	extinct	66	83.5
Tarbosaurus	extinct	66	83.5
Dinosauria	extinct	100.5	125
Amblydactylus	extinct	100.5	125
Amblydactylus	extinct	100.5	125
Amblydactylus	extinct	100.5	125
Amblydactylus	extinct	100.5	125
Columbosauripus_ungulatus	extinct	100.5	125
Theropoda	extinct	100.5	125
Theropoda	extinct	100.5	125
Irenesauripus_mclearni	extinct	100.5	125
Gypsichnites_pacensis	extinct	100.5	125
Irenesauripus_acutus	extinct	100.5	125
Irenichnites_gracilis	extinct	100.5	125
Irenichnites	extinct	100.5	125
Irenesauripus_acutus	extinct	100.5	125
Amblydactylus	extinct	100.5	125
Amblydactylus	extinct	100.5	125
Irenesauripus_acutus	extinct	100.5	125
Irenesauripus_acutus	extinct	100.5	125
Theropoda	extinct	100.5	125
Theropoda	extinct	100.5	125
Irenesauripus_mclearni	extinct	100.5	125
Amblydactylus	extinct	100.5	125
Amblydactylus	extinct	100.5	125
Amblydactylus	extinct	100.5	125
Amblydactylus	extinct	100.5	125
Ankylosauria	extinct	100.5	145
Ornithopoda	extinct	100.5	145
Sauropoda	extinct	100.5	145
Theropoda	extinct	100.5	145
Chendytes_lawi	extinct	0.0117	2.588
Phalacrocorax_auritus	extinct	0.0117	2.588
Chendytes_lawi	extinct	0.0117	0.126
Brodavis_americanus	extinct	66	70.6
Brodavis_baileyi	extinct	66	72.1
Brodavis_mongoliensis	extinct	66	72.1
Struthiomimus_altus	extinct	70.6	83.5
Hadrosauridae	extinct	70.6	83.5
Ankylosauridae	extinct	70.6	83.5
Sauropoda	extinct	66	72.1
Sauropoda	extinct	66	72.1
Xiangornis_shenmi	extinct	113	125
Zapalasaurus	extinct	109	125
Plotopteridae	extinct	23.03	28.1
Noasauridae	extinct	93.5	105.3
Yurgovuchia_doellingi	extinct	125	129.4
Velociraptorinae	extinct	125	129.4
Geminiraptor_suarezarum	extinct	125	129.4
Theropoda	extinct	109	122.46
Neovenatoridae	extinct	122.46	125.45
Maniraptora	extinct	122.46	125.45
Theropoda	extinct	122.46	125.45
Megaraptora	extinct	122.46	125.45
Tetanurae	extinct	109	122.46
Theropoda	extinct	109	122.46
Ornithomimosauria	extinct	113	125
Theropoda	extinct	109	122.46
Avetheropoda	extinct	113	125
Theropoda	extinct	113	125
Ceratosauria	extinct	113	125
Neovenatoridae	extinct	113	125
Avetheropoda	extinct	113	125
Coelurosauria	extinct	109	122.46
Theropoda	extinct	113	125
Theropoda	extinct	150.8	155.7
Sauropoda	extinct	150.8	155.7
Ornithischia	extinct	150.8	155.7
Psittacosauridae	extinct	100.5	145
Eocarcharia_dinops	extinct	100.5	125
Tetanurae	extinct	164.7	167.7
Kundurosaurus_nagornyi	extinct	66	70.6
Titanosauria	extinct	66	83.5
Theropoda	extinct	66	83.5
Euornithopoda	extinct	66	83.5
Protoceratops	extinct	70.6	83.5
Ankylosauria	extinct	70.6	83.5
Theropoda	extinct	70.6	83.5
Protoceratops	extinct	72.1	83.6
Protoceratopsidae	extinct	72.1	83.6
Ankylosauridae	extinct	72.1	83.6
Dinosauria	extinct	100.5	145
Theropoda	extinct	100.5	145
Sciurumimus_albersdoerferi	extinct	150.8	155.7
Jeholornis_palmapenis	extinct	122.46	125.45
Mandschurosaurus	extinct	100.5	125
Titanosaurus	extinct	100.5	125
Stegosauria	extinct	100.5	125
Mandschurosaurus	extinct	100.5	125
Hadrosauridae	extinct	100.5	125
Pellornis_mikkelseni	extinct	47.8	56
Ornithomimidae	extinct	72.1	83.6
Dinosauria	extinct	72.1	83.6
Sauropoda	extinct	83.6	100.5
Tsagantegia	extinct	83.6	100.5
Theropoda	extinct	83.6	100.5
Ankylosauria	extinct	89.8	100.5
Dinosauria	extinct	89.8	100.5
Theropoda	extinct	83.6	100.5
Sauropoda	extinct	83.6	100.5
Hadrosauroidea	extinct	89.8	100.5
Theropoda	extinct	89.8	100.5
Theropoda	extinct	89.8	100.5
Ornithomimidae	extinct	89.8	100.5
Hadrosauroidea	extinct	89.8	100.5
Hadrosauridae	extinct	89.8	100.5
Ankylosauria	extinct	89.8	100.5
Dinosauria	extinct	83.6	100.5
Bactrosaurus	extinct	83.6	100.5
Dinosauria	extinct	100.5	145
Velociraptor	extinct	70.6	83.5
Protoceratopsidovum	extinct	70.6	83.5
Dinosauria	extinct	100.5	145
Protoceratops	extinct	72.1	83.6
Elongatoolithidae	extinct	72.1	83.6
Citipati_osmolskae	extinct	72.1	83.6
Pinacosaurus	extinct	72.1	83.6
Hadrosauroidea	extinct	66	100.5
Sauropoda	extinct	66	83.5
Theropoda	extinct	66	83.5
Tarbosaurus	extinct	66	83.5
Sauropoda	extinct	66	83.5
Pachycephalosauria	extinct	66	83.5
Oviraptorosauria	extinct	66	72.1
Hadrosauridae	extinct	66	83.5
Ornithomimidae	extinct	66	72.1
Theropoda	extinct	66	72.1
Tarbosaurus	extinct	66	100.5
Oviraptorosauria	extinct	66	100.5
Dinosauria	extinct	66	100.5
Sauropoda	extinct	66	100.5
Ankylosauridae	extinct	66	100.5
Saurolophus	extinct	66	100.5
Theropoda	extinct	66	83.5
Elongatoolithidae	extinct	66	83.5
Elongatoolithidae	extinct	66	72.1
Gallimimus	extinct	66	72.1
Gallimimus	extinct	66	72.1
Dinosauria	extinct	66	72.1
Tarbosaurus	extinct	66	83.6
Sauropoda	extinct	66	72.1
Tarbosaurus	extinct	66	72.1
Pachycephalosauridae	extinct	66	72.1
Ornithomimidae	extinct	66	72.1
Pachycephalosauria	extinct	66	72.1
Theropoda	extinct	72.1	83.6
Dinosauria	extinct	72.1	83.6
Gallimimus	extinct	66	72.1
Bagaceratops	extinct	72.1	83.6
Dinosauria	extinct	72.1	83.6
Tarchia	extinct	66	72.1
Dinosauria	extinct	83.6	100.5
Dinosauria	extinct	66	72.1
Dromaeosauridae	extinct	72.1	83.6
Hadrosauridae	extinct	72.1	83.6
Sauropoda	extinct	66	83.5
Tyrannosauridae	extinct	66	83.5
Elongatoolithidae	extinct	66	83.5
Spheroolithidae	extinct	66	83.5
Eoabelisaurus_mefi	extinct	168.3	174.1
Gigantornis	extinct	41.3	47.8
Pelagornis	extinct	5.333	7.246
Chromogisaurus_novasi	extinct	201.3	237
Leyesaurus_marayensis	extinct	174.1	201.3
Neosauropoda	extinct	100.5	113
Macronaria	extinct	100.5	113
Sauropoda	extinct	100.5	113
Titanosauriformes	extinct	100.5	113
Majungasaurus_crenatissimus	extinct	66	72.1
Linhevenator_tani	extinct	72.1	83.6
Linhenykus_monodactylus	extinct	72.1	83.6
Linheraptor_exquisitus	extinct	72.1	83.6
Dalianraptor_cuhe	extinct	100.5	145
Ichthyovenator_laosensis	extinct	113	125
Nambalia_roychowdhurii	extinct	208.5	228
Jaklapallisaurus_asymmetrica	extinct	208.5	228
Guaibasauridae	extinct	208.5	228
Jaklapallisaurus_asymmetrica	extinct	201.3	228
Sauropodomorpha	extinct	201.3	228
Neotheropoda	extinct	201.3	228
Huehuecanauhtlus_tiquichensis	extinct	83.6	86.3
Polarornis_gregorii	extinct	66	72.1
Philovenator_curriei	extinct	72.1	83.6
Ratchasimasaurus_suranareae	extinct	113	125
Omeisaurus_maoianus	extinct	145	163.5
Kosmoceratops_richardsoni	extinct	70.6	83.5
